timestamp;q0;dq0;tau0;q1;dq1;tau1;q2;dq2;tau2;q3;dq3;tau3;q4;dq4;tau4;q5;dq5;tau5;q6;dq6;tau6;q7;dq7;tau7;q8;dq8;tau8;q9;dq9;tau9;q10;dq10;tau10;q11;dq11;tau11;ff0;ff1;ff2;ff3;px0;py0;pz0;px1;py1;pz1;px2;py2;pz2;px3;py3;pz3
1758267960.528040885925;0.142486;-0.006324;0.738281;0.813921;-0.000288;0.441406;-1.638620;-0.012892;5.710938;-0.050806;-0.009457;-1.085938;0.847286;0.000106;0.367188;-1.599421;-0.002312;3.632812;0.067701;-0.000437;1.160156;0.857278;0.015256;0.000000;-1.625015;0.000209;5.750000;0.026584;-0.000558;-1.976562;0.771169;-0.006070;0.738281;-1.551824;-0.001369;3.746094;369;143;316;148;0.189662;-0.084638;-0.299256;0.173956;0.111605;-0.300231;-0.201193;-0.106787;-0.297397;-0.186658;0.134822;-0.301829
1758267960.548121690750;0.142486;0.000813;0.589844;0.813921;-0.000031;0.492188;-1.638579;-0.000124;5.710938;-0.050745;0.002691;-0.988281;0.847347;-0.000782;0.417969;-1.599421;-0.000189;3.746094;0.067701;-0.002312;1.210938;0.857217;-0.006410;-0.070312;-1.625015;-0.000090;5.710938;0.026584;-0.002862;-2.027344;0.771229;0.009652;0.664062;-1.551824;-0.000001;3.746094;369;142;316;148;0.189662;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201211;-0.106787;-0.297396;-0.186658;0.134804;-0.301834
1758267960.568102836609;0.142486;0.004063;0.640625;0.813921;0.000317;0.492188;-1.638579;-0.000186;5.562500;-0.050745;0.001572;-1.035156;0.847347;-0.000001;0.664062;-1.599380;0.012771;3.597656;0.067701;0.009045;1.210938;0.857217;-0.010144;0.000000;-1.625015;-0.002754;5.933594;0.026584;-0.000235;-1.878906;0.771108;-0.014285;0.714844;-1.551824;-0.001429;3.707031;369;142;316;148;0.189662;-0.084656;-0.299254;0.173963;0.111605;-0.300225;-0.201211;-0.106769;-0.297400;-0.186658;0.134804;-0.301834
1758267960.588078260422;0.142486;0.001111;0.617188;0.813981;0.019196;0.542969;-1.638579;0.000052;5.601562;-0.050745;0.002405;-1.136719;0.847347;-0.000325;0.246094;-1.599380;0.006585;3.632812;0.067701;0.000217;1.183594;0.857217;-0.011181;0.000000;-1.625015;0.000258;5.824219;0.026644;0.009542;-1.953125;0.771229;0.006354;0.714844;-1.551824;-0.000534;3.746094;369;142;316;147;0.189662;-0.084638;-0.299256;0.173963;0.111587;-0.300229;-0.201193;-0.106769;-0.297400;-0.186676;0.134804;-0.301834
1758267960.608192682266;0.142486;-0.001594;0.664062;0.813921;0.000090;0.492188;-1.638579;0.000353;5.601562;-0.050745;0.006637;-1.062500;0.847347;-0.002527;0.343750;-1.599421;0.000372;3.707031;0.067701;0.004444;1.183594;0.857278;0.009565;-0.023438;-1.625015;0.001283;5.859375;0.026584;-0.007015;-1.902344;0.771169;0.000317;0.714844;-1.551824;-0.001665;3.597656;369;142;316;148;0.189662;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201211;-0.106769;-0.297400;-0.186658;0.134804;-0.301834
1758267960.628068923950;0.142486;-0.002030;0.589844;0.813981;0.009123;0.492188;-1.638579;0.001873;5.636719;-0.050745;-0.000327;-1.062500;0.847347;-0.003259;0.269531;-1.599421;-0.000688;3.558594;0.067640;-0.001802;1.257812;0.857217;-0.001640;0.000000;-1.625015;-0.000123;5.785156;0.026584;-0.000488;-1.953125;0.771229;0.000765;0.691406;-1.551784;-0.000497;3.746094;369;142;316;148;0.189662;-0.084620;-0.299258;0.173963;0.111587;-0.300229;-0.201211;-0.106787;-0.297396;-0.186682;0.134804;-0.301840
1758267960.688438892365;0.142486;0.007318;0.566406;0.813981;0.008998;0.542969;-1.638579;0.008461;5.601562;-0.050745;0.012808;-1.160156;0.847347;0.002612;0.171875;-1.599421;-0.003895;3.781250;0.067701;-0.004815;1.109375;0.857217;-0.010332;0.023438;-1.625015;0.000216;5.750000;0.026584;-0.005208;-2.074219;0.771229;-0.000392;0.640625;-1.551784;0.007451;3.671875;369;142;316;147;0.189662;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201193;-0.106787;-0.297397;-0.186682;0.134822;-0.301835
1758267960.708331584930;0.142425;-0.015513;0.617188;0.813981;0.003022;0.492188;-1.638579;-0.000243;5.601562;-0.050806;-0.013609;-0.960938;0.847408;0.025213;0.441406;-1.599421;-0.000305;3.707031;0.067701;0.005428;1.183594;0.857278;0.005120;-0.023438;-1.625015;0.000240;5.859375;0.026644;0.015924;-1.878906;0.771229;-0.004844;0.765625;-1.551784;0.004281;3.746094;369;142;316;147;0.189644;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201211;-0.106769;-0.297400;-0.186682;0.134804;-0.301840
1758267960.728147268295;0.142486;0.008271;0.617188;0.813981;0.007393;0.468750;-1.638579;-0.000212;5.562500;-0.050806;-0.005170;-1.085938;0.847408;0.022863;0.292969;-1.599421;-0.000127;3.707031;0.067640;-0.015203;1.183594;0.857278;-0.000156;0.000000;-1.625015;-0.000026;5.750000;0.026584;-0.000276;-1.902344;0.771229;0.005371;0.914062;-1.551824;-0.007122;3.746094;370;142;316;147;0.189662;-0.084638;-0.299256;0.173963;0.111587;-0.300229;-0.201211;-0.106769;-0.297400;-0.186676;0.134804;-0.301834
1758267960.748157262802;0.142486;0.000016;0.640625;0.813921;-0.002851;0.589844;-1.638579;-0.000001;5.601562;-0.050806;-0.011261;-1.035156;0.847347;0.004751;0.367188;-1.599380;0.003862;3.597656;0.067701;0.006449;1.136719;0.857278;0.000444;0.000000;-1.625015;-0.000092;5.898438;0.026644;0.016225;-1.878906;0.771229;0.008326;0.789062;-1.551824;-0.006747;3.746094;369;142;316;147;0.189662;-0.084656;-0.299254;0.173981;0.111605;-0.300226;-0.201211;-0.106769;-0.297400;-0.186676;0.134804;-0.301834
1758267960.808345079422;0.142486;0.000091;0.640625;0.813981;0.006572;0.542969;-1.638579;0.005083;5.488281;-0.050745;-0.009570;-1.109375;0.847408;0.008395;0.218750;-1.599380;0.008614;3.632812;0.067640;-0.000185;1.160156;0.857217;-0.014223;-0.046875;-1.625015;-0.000488;5.750000;0.026644;0.010267;-1.953125;0.771229;0.000968;0.789062;-1.551784;0.002676;3.707031;369;142;316;148;0.189662;-0.084638;-0.299256;0.173945;0.111623;-0.300220;-0.201211;-0.106787;-0.297396;-0.186682;0.134804;-0.301840
1758267960.828790664673;0.142486;0.000041;0.589844;0.813981;0.008358;0.468750;-1.638620;-0.007175;5.527344;-0.050745;-0.001028;-1.011719;0.847347;0.001738;0.320312;-1.599421;-0.000259;3.671875;0.067640;-0.010848;1.257812;0.857217;-0.012100;0.070312;-1.625015;0.002880;5.824219;0.026584;-0.001080;-1.925781;0.771229;-0.000577;0.714844;-1.551784;0.004044;3.746094;370;142;315;148;0.189662;-0.084638;-0.299256;0.173945;0.111605;-0.300224;-0.201193;-0.106787;-0.297397;-0.186682;0.134822;-0.301835
1758267960.888142347336;0.142486;0.002209;0.589844;0.813981;0.001291;0.589844;-1.638579;-0.000776;5.601562;-0.050745;0.002474;-1.035156;0.847408;0.002575;0.269531;-1.599421;0.000113;3.523438;0.067640;-0.000279;1.160156;0.857217;-0.006929;0.023438;-1.625015;0.000321;5.859375;0.026584;-0.000116;-1.902344;0.771290;0.009613;0.664062;-1.551784;0.005687;3.746094;369;142;316;147;0.189662;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201193;-0.106787;-0.297397;-0.186694;0.134804;-0.301834
1758267960.908333063126;0.142425;-0.016111;0.542969;0.813981;0.004117;0.492188;-1.638579;-0.000003;5.562500;-0.050806;-0.012556;-0.988281;0.847347;-0.002560;0.367188;-1.599421;-0.000830;3.558594;0.067640;-0.001832;1.136719;0.857217;-0.012577;0.000000;-1.625015;-0.000393;5.675781;0.026584;0.000140;-1.851562;0.771169;-0.003648;0.738281;-1.551824;-0.007113;3.707031;369;142;315;147;0.189650;-0.084639;-0.299250;0.173963;0.111605;-0.300225;-0.201211;-0.106769;-0.297400;-0.186658;0.134804;-0.301834
1758267960.948843955994;0.142486;-0.000373;0.640625;0.813981;0.003292;0.515625;-1.638579;0.000077;5.636719;-0.050806;-0.004463;-0.960938;0.847347;-0.005812;0.367188;-1.599421;0.004294;3.632812;0.067701;0.004064;1.183594;0.857339;0.017343;0.000000;-1.624975;0.010365;5.785156;0.026584;0.000523;-1.878906;0.771229;-0.001657;0.714844;-1.551824;0.000160;3.707031;369;143;316;147;0.189644;-0.084638;-0.299256;0.173945;0.111605;-0.300224;-0.201211;-0.106769;-0.297400;-0.186676;0.134804;-0.301834
1758267960.968440532684;0.142486;0.004994;0.515625;0.813981;0.005796;0.492188;-1.638579;0.000480;5.601562;-0.050745;0.012736;-1.035156;0.847347;-0.001660;0.292969;-1.599421;0.000479;3.671875;0.067701;0.012214;1.183594;0.857278;-0.001817;0.121094;-1.625015;-0.000057;5.898438;0.026584;-0.000520;-1.902344;0.771169;-0.009620;0.738281;-1.551824;-0.001244;3.746094;369;142;315;147;0.189650;-0.084639;-0.299250;0.173945;0.111587;-0.300228;-0.201217;-0.106768;-0.297406;-0.186682;0.134822;-0.301835
1758267961.008600234985;0.142486;0.000631;0.640625;0.813981;0.004611;0.566406;-1.638579;0.003792;5.675781;-0.050806;-0.008019;-1.109375;0.847408;0.003226;0.417969;-1.599421;-0.000364;3.597656;0.067640;-0.011832;1.136719;0.857278;0.001059;0.023438;-1.625056;-0.014716;5.785156;0.026584;-0.013133;-1.902344;0.771229;-0.001919;0.714844;-1.551824;-0.001137;3.746094;369;143;316;148;0.189644;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201211;-0.106787;-0.297396;-0.186676;0.134804;-0.301834
1758267961.048059701920;0.142486;0.000531;0.566406;0.813981;-0.000356;0.542969;-1.638579;0.000830;5.710938;-0.050806;-0.013585;-0.988281;0.847408;0.006352;0.394531;-1.599421;-0.001169;3.375000;0.067640;-0.005367;1.183594;0.857278;0.003599;-0.097656;-1.624975;0.011097;5.824219;0.026644;0.012098;-1.953125;0.771229;-0.000402;0.640625;-1.551824;0.001288;3.671875;369;143;315;147;0.189644;-0.084638;-0.299256;0.173963;0.111587;-0.300229;-0.201211;-0.106787;-0.297396;-0.186676;0.134804;-0.301834
1758267961.068017959595;0.142486;0.001897;0.640625;0.814042;0.019856;0.441406;-1.638579;-0.000012;5.601562;-0.050806;0.000787;-1.136719;0.847408;0.003168;0.320312;-1.599421;0.000072;3.632812;0.067701;0.005196;1.332031;0.857339;0.006728;0.023438;-1.625015;-0.000612;5.601562;0.026584;-0.005702;-1.902344;0.771229;0.000188;0.691406;-1.551824;0.005585;3.671875;369;142;315;147;0.189644;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201205;-0.106769;-0.297394;-0.186676;0.134786;-0.301839
1758267961.108018398285;0.142425;-0.013176;0.640625;0.813981;-0.007902;0.492188;-1.638579;0.000250;5.636719;-0.050806;-0.000581;-0.988281;0.847347;-0.013964;0.246094;-1.599421;-0.000299;3.558594;0.067701;0.001672;1.062500;0.857278;0.001105;0.046875;-1.625056;-0.012857;5.859375;0.026584;-0.002608;-1.902344;0.771229;-0.000752;0.738281;-1.551824;-0.007679;3.820312;369;142;315;147;0.189644;-0.084638;-0.299256;0.173963;0.111605;-0.300225;-0.201211;-0.106769;-0.297400;-0.186682;0.134822;-0.301835
1758267961.148256301880;0.142486;0.001709;0.617188;0.813981;-0.000383;0.515625;-1.638579;-0.000058;5.601562;-0.050745;0.008505;-1.085938;0.847347;-0.019005;0.367188;-1.599421;-0.003600;3.632812;0.067701;0.002173;1.109375;0.857278;0.002020;-0.046875;-1.625015;-0.002451;5.824219;0.026584;-0.002823;-2.000000;0.771229;-0.003593;0.738281;-1.551824;-0.002674;3.781250;370;143;315;147;0.189644;-0.084638;-0.299256;0.173945;0.111605;-0.300224;-0.201217;-0.106768;-0.297406;-0.186676;0.134822;-0.301829
1758267961.168100118637;0.142486;-0.000961;0.589844;0.814042;0.005763;0.441406;-1.638579;0.000107;5.675781;-0.050745;0.004658;-0.937500;0.847408;0.000523;0.320312;-1.599421;-0.003931;3.671875;0.067761;0.014107;1.160156;0.857339;0.018173;0.023438;-1.625015;-0.004313;6.046875;0.026584;-0.006185;-1.953125;0.771229;-0.000717;0.664062;-1.551824;0.000909;3.781250;369;142;315;147;0.189644;-0.084656;-0.299254;0.173945;0.111587;-0.300228;-0.201211;-0.106769;-0.297400;-0.186676;0.134804;-0.301834
1758267961.248130559921;0.142486;0.005477;0.617188;0.814042;0.005728;0.566406;-1.638579;-0.000053;5.710938;-0.050806;-0.000503;-1.085938;0.847468;0.005318;0.195312;-1.599421;0.001266;3.597656;0.067640;-0.012796;1.183594;0.857278;0.000428;-0.023438;-1.625015;0.000041;5.859375;0.026584;-0.009726;-1.851562;0.771290;0.003883;0.738281;-1.551824;-0.000930;3.671875;369;142;315;147;0.189626;-0.084638;-0.299256;0.173927;0.111605;-0.300223;-0.201211;-0.106769;-0.297400;-0.186694;0.134804;-0.301834
1758267961.268040418625;0.142425;-0.010479;0.589844;0.814042;0.000280;0.492188;-1.638539;0.012269;5.601562;-0.050806;-0.012858;-0.988281;0.847408;-0.002458;0.468750;-1.599421;-0.000560;3.597656;0.067701;0.002081;1.210938;0.857339;0.007131;0.000000;-1.625015;0.000022;5.785156;0.026584;-0.008658;-2.000000;0.771290;-0.000219;0.765625;-1.551824;-0.003321;3.820312;369;142;315;147;0.189644;-0.084638;-0.299256;0.173945;0.111587;-0.300228;-0.201211;-0.106769;-0.297400;-0.186694;0.134822;-0.301829
1758267961.348391532898;0.142486;0.000692;0.566406;0.814042;-0.000286;0.542969;-1.638579;0.000173;5.710938;-0.050806;-0.012531;-0.988281;0.847468;0.001670;0.367188;-1.599421;0.000200;3.558594;0.067701;0.002379;1.183594;0.857339;0.009495;0.023438;-1.625015;0.000214;5.898438;0.026584;-0.007519;-1.953125;0.771411;0.020961;0.789062;-1.551784;0.000442;3.746094;369;142;315;147;0.189626;-0.084638;-0.299256;0.173927;0.111587;-0.300227;-0.201211;-0.106769;-0.297400;-0.186713;0.134804;-0.301834
1758267961.368272304535;0.142425;-0.012724;0.640625;0.814042;0.000727;0.542969;-1.638579;0.000104;5.562500;-0.050806;-0.015356;-1.085938;0.847468;0.004951;0.417969;-1.599421;-0.000010;3.449219;0.067640;-0.017053;1.085938;0.857339;0.001559;0.023438;-1.625015;-0.000434;5.785156;0.026584;-0.007362;-2.000000;0.771350;0.011921;0.714844;-1.551824;-0.001382;3.707031;369;142;315;148;0.189626;-0.084638;-0.299256;0.173927;0.111605;-0.300223;-0.201229;-0.106787;-0.297395;-0.186713;0.134804;-0.301834
1758267961.448299407959;0.142425;-0.003118;0.617188;0.814042;-0.000034;0.515625;-1.638579;-0.000043;5.710938;-0.050745;0.000948;-1.085938;0.847468;-0.001183;0.441406;-1.599421;-0.004525;3.671875;0.067701;-0.008880;1.210938;0.857278;-0.010027;0.000000;-1.625015;0.000663;5.898438;0.026584;-0.010715;-1.902344;0.771290;-0.005401;0.765625;-1.551784;0.000829;3.671875;370;142;315;147;0.189626;-0.084638;-0.299256;0.173927;0.111605;-0.300223;-0.201229;-0.106769;-0.297399;-0.186719;0.134822;-0.301835
1758267961.468526124954;0.142486;-0.000324;0.515625;0.814102;0.009282;0.542969;-1.638579;0.004965;5.601562;-0.050745;-0.000176;-1.085938;0.847529;0.014370;0.292969;-1.599421;0.004055;3.707031;0.067761;0.005863;1.085938;0.857399;0.008437;-0.046875;-1.625015;0.000079;5.785156;0.026644;0.006472;-2.000000;0.771350;0.013688;0.812500;-1.551824;-0.003511;3.781250;369;142;315;147;0.189632;-0.084639;-0.299250;0.173921;0.111605;-0.300229;-0.201247;-0.106751;-0.297402;-0.186694;0.134804;-0.301834
1758267961.488480567932;0.142486;0.011327;0.589844;0.814102;0.014552;0.542969;-1.638579;-0.000028;5.636719;-0.050806;-0.014985;-1.109375;0.847468;-0.003116;0.320312;-1.599421;-0.000527;3.671875;0.067761;0.012356;1.160156;0.857339;-0.002275;0.023438;-1.625015;-0.001784;5.898438;0.026584;-0.007412;-1.828125;0.771290;-0.007767;0.738281;-1.551824;-0.006613;3.746094;369;142;315;147;0.189609;-0.084638;-0.299256;0.173927;0.111587;-0.300227;-0.201229;-0.106751;-0.297402;-0.186694;0.134804;-0.301834
1758267961.508463859558;0.142486;0.000378;0.617188;0.814102;0.009948;0.492188;-1.638579;0.008158;5.675781;-0.050745;0.000140;-1.035156;0.847468;-0.000701;0.320312;-1.599421;-0.000635;3.632812;0.067761;0.001247;1.183594;0.857339;-0.005188;0.000000;-1.625015;0.000594;5.898438;0.026584;-0.006855;-1.878906;0.771350;0.013417;0.691406;-1.551824;-0.005845;3.746094;370;142;315;147;0.189626;-0.084638;-0.299256;0.173909;0.111605;-0.300222;-0.201229;-0.106751;-0.297402;-0.186719;0.134804;-0.301840
1758267961.548486709595;0.142486;0.003621;0.589844;0.814042;-0.004800;0.589844;-1.638579;0.001928;5.601562;-0.050685;0.017531;-1.035156;0.847468;0.000057;0.292969;-1.599421;0.000729;3.671875;0.067701;-0.005946;1.109375;0.857339;-0.007381;-0.046875;-1.625015;-0.000073;5.824219;0.026584;-0.004087;-1.902344;0.771290;0.000034;0.691406;-1.551824;-0.000390;3.746094;369;142;315;147;0.189626;-0.084656;-0.299254;0.173921;0.111623;-0.300225;-0.201229;-0.106769;-0.297399;-0.186713;0.134804;-0.301834
1758267961.568433761597;0.142425;-0.003076;0.617188;0.814042;-0.003207;0.566406;-1.638620;-0.001474;5.675781;-0.050745;0.010509;-1.035156;0.847468;-0.000495;0.292969;-1.599421;-0.000112;3.671875;0.067701;-0.004050;1.109375;0.857339;0.000662;-0.023438;-1.625015;-0.004036;5.785156;0.026644;0.008338;-2.000000;0.771290;-0.001221;0.812500;-1.551784;0.003124;3.781250;369;143;315;147;0.189632;-0.084639;-0.299250;0.173927;0.111605;-0.300223;-0.201229;-0.106769;-0.297399;-0.186701;0.134822;-0.301835
1758267961.608159542084;0.142486;0.000489;0.617188;0.814042;-0.002880;0.441406;-1.638579;0.000110;5.675781;-0.050745;0.000099;-1.062500;0.847468;-0.006248;0.320312;-1.599421;0.004441;3.597656;0.067701;0.010702;1.136719;0.857339;-0.005698;-0.046875;-1.625015;-0.004760;5.824219;0.026584;-0.009845;-1.902344;0.771350;0.008880;0.812500;-1.551784;0.002310;3.707031;369;142;315;147;0.189609;-0.084656;-0.299254;0.173927;0.111605;-0.300223;-0.201229;-0.106769;-0.297399;-0.186701;0.134804;-0.301840
1758267961.628104209900;0.142486;0.001126;0.566406;0.814042;-0.000490;0.542969;-1.638579;-0.000120;5.636719;-0.050745;-0.011793;-1.234375;0.847468;-0.007947;0.171875;-1.599421;-0.003533;3.632812;0.067640;-0.012531;1.109375;0.857339;0.004522;0.000000;-1.625015;0.001220;5.785156;0.026644;0.009813;-1.976562;0.771350;0.017046;0.765625;-1.551824;-0.004711;3.746094;369;142;315;147;0.189609;-0.084638;-0.299256;0.173909;0.111605;-0.300222;-0.201229;-0.106769;-0.297399;-0.186694;0.134804;-0.301834
1758267961.668488740921;0.142425;-0.007223;0.589844;0.814042;-0.002690;0.417969;-1.638579;-0.000006;5.675781;-0.050806;0.000024;-0.914062;0.847468;0.000667;0.292969;-1.599421;0.000265;3.632812;0.067761;0.000421;1.257812;0.857339;-0.001675;-0.023438;-1.625015;-0.002908;6.007812;0.026584;-0.013380;-1.902344;0.771290;-0.003252;0.714844;-1.551784;0.006794;3.781250;369;142;314;147;0.189626;-0.084656;-0.299254;0.173927;0.111587;-0.300227;-0.201229;-0.106769;-0.297399;-0.186701;0.134822;-0.301835
1758267961.688325166702;0.142486;0.005328;0.640625;0.814042;-0.009328;0.515625;-1.638579;0.004761;5.488281;-0.050745;-0.008133;-1.035156;0.847468;-0.007190;0.218750;-1.599421;-0.004175;3.781250;0.067761;0.017605;1.136719;0.857339;-0.007834;-0.070312;-1.625015;-0.000395;5.750000;0.026644;0.010015;-1.902344;0.771350;0.007033;0.691406;-1.551784;0.002279;3.781250;369;142;314;147;0.189615;-0.084639;-0.299250;0.173927;0.111605;-0.300223;-0.201229;-0.106769;-0.297399;-0.186719;0.134804;-0.301840
1758267961.728219747543;0.142486;0.010543;0.515625;0.814102;0.003856;0.542969;-1.638579;0.000875;5.601562;-0.050685;0.013030;-1.062500;0.847468;-0.005761;0.468750;-1.599421;0.000082;3.671875;0.067761;0.012137;1.257812;0.857399;0.005990;-0.046875;-1.625015;0.000110;5.785156;0.026644;0.004674;-1.902344;0.771350;0.006592;0.664062;-1.551824;-0.005143;3.894531;370;142;314;147;0.189626;-0.084638;-0.299256;0.173927;0.111605;-0.300223;-0.201247;-0.106751;-0.297402;-0.186719;0.134804;-0.301840
1758267961.747899770737;0.142486;0.004232;0.664062;0.814102;0.002978;0.468750;-1.638620;-0.003018;5.562500;-0.050685;0.003497;-0.960938;0.847529;0.010601;0.343750;-1.599421;-0.002802;3.597656;0.067701;-0.001794;1.136719;0.857339;-0.002454;0.000000;-1.625015;0.000027;5.933594;0.026584;-0.006102;-2.027344;0.771350;0.000505;0.640625;-1.551824;-0.000942;3.820312;370;142;315;147;0.189609;-0.084656;-0.299254;0.173927;0.111605;-0.300223;-0.201247;-0.106769;-0.297398;-0.186737;0.134804;-0.301840
1758267961.788145303726;0.142486;0.001171;0.640625;0.814102;0.000475;0.589844;-1.638620;-0.001615;5.562500;-0.050745;-0.001739;-1.109375;0.847529;-0.012428;0.320312;-1.599421;-0.004221;3.707031;0.067701;-0.001019;1.109375;0.857339;-0.003954;0.000000;-1.625015;-0.000044;5.898438;0.026584;-0.001656;-1.851562;0.771350;-0.011480;0.765625;-1.551784;-0.000116;3.781250;370;142;315;147;0.189615;-0.084639;-0.299250;0.173891;0.111623;-0.300218;-0.201229;-0.106751;-0.297402;-0.186731;0.134804;-0.301834
1758267961.808888435364;0.142486;0.007586;0.589844;0.814102;0.000161;0.566406;-1.638579;0.001401;5.675781;-0.050745;-0.000830;-1.160156;0.847529;-0.008570;0.292969;-1.599421;-0.000242;3.707031;0.067701;-0.001108;1.109375;0.857339;-0.007864;-0.023438;-1.625015;-0.000081;5.785156;0.026584;-0.011249;-2.000000;0.771290;-0.017720;0.765625;-1.551784;0.000116;3.746094;370;142;314;147;0.189632;-0.084639;-0.299250;0.173909;0.111605;-0.300222;-0.201253;-0.106768;-0.297404;-0.186737;0.134804;-0.301840
1758267961.868444681168;0.142486;0.000473;0.617188;0.814163;0.010054;0.566406;-1.638579;0.003234;5.527344;-0.050745;0.000243;-1.062500;0.847529;-0.009823;0.320312;-1.599380;0.010113;3.597656;0.067701;0.001098;1.183594;0.857399;0.003820;0.046875;-1.625015;-0.002144;5.859375;0.026644;0.016801;-1.902344;0.771411;0.001184;0.617188;-1.551784;0.003685;3.855469;369;142;315;147;0.189609;-0.084656;-0.299254;0.173909;0.111605;-0.300222;-0.201247;-0.106751;-0.297402;-0.186731;0.134822;-0.301829
1758267961.928454160690;0.142425;-0.001679;0.589844;0.814102;-0.007733;0.617188;-1.638579;-0.000052;5.601562;-0.050745;0.007664;-1.062500;0.847529;-0.010189;0.269531;-1.599421;0.000096;3.597656;0.067761;0.014411;1.210938;0.857399;0.002161;0.000000;-1.625015;-0.003799;5.785156;0.026584;-0.002381;-1.902344;0.771411;0.010423;0.765625;-1.551824;-0.006321;3.671875;369;142;315;147;0.189591;-0.084638;-0.299257;0.173891;0.111605;-0.300221;-0.201247;-0.106751;-0.297402;-0.186756;0.134804;-0.301841
1758267961.948539495468;0.142486;0.000593;0.515625;0.814102;-0.001163;0.566406;-1.638620;-0.008585;5.636719;-0.050745;-0.008685;-1.011719;0.847589;0.001034;0.367188;-1.599421;0.000037;3.707031;0.067701;0.001522;1.160156;0.857399;-0.000228;-0.097656;-1.625015;0.001103;5.824219;0.026584;-0.000674;-1.953125;0.771411;0.006480;0.691406;-1.551824;-0.000427;3.707031;369;143;314;147;0.189609;-0.084638;-0.299256;0.173891;0.111605;-0.300221;-0.201229;-0.106751;-0.297402;-0.186719;0.134804;-0.301840
1758267961.988737583160;0.142486;0.001147;0.640625;0.814163;0.003683;0.589844;-1.638579;0.000357;5.562500;-0.050745;0.000840;-1.062500;0.847650;-0.002665;0.441406;-1.599421;0.000095;3.523438;0.067761;0.011693;1.109375;0.857399;0.000790;-0.046875;-1.625015;-0.002780;5.898438;0.026584;-0.008618;-1.851562;0.771411;0.001199;0.714844;-1.551784;0.005719;3.855469;369;142;314;147;0.189609;-0.084638;-0.299256;0.173873;0.111623;-0.300217;-0.201247;-0.106769;-0.297398;-0.186737;0.134822;-0.301835
1758267962.008923292160;0.142486;0.000110;0.640625;0.814102;-0.011455;0.515625;-1.638579;-0.000038;5.675781;-0.050685;0.015100;-1.136719;0.847650;0.005345;0.343750;-1.599421;0.000188;3.671875;0.067701;-0.006237;1.160156;0.857399;0.000256;0.000000;-1.625015;-0.005157;5.824219;0.026584;0.002643;-2.027344;0.771411;0.000717;0.738281;-1.551824;-0.000168;3.632812;369;142;314;147;0.189591;-0.084656;-0.299254;0.173873;0.111587;-0.300225;-0.201253;-0.106750;-0.297408;-0.186731;0.134804;-0.301834
1758267962.048591375351;0.142425;-0.014338;0.566406;0.814102;-0.011190;0.492188;-1.638539;0.012353;5.601562;-0.050745;0.005797;-1.062500;0.847589;-0.013771;0.320312;-1.599421;0.000032;3.597656;0.067701;0.009013;1.136719;0.857460;0.015140;0.000000;-1.625015;0.000049;5.972656;0.026584;-0.012686;-1.953125;0.771411;0.002665;0.789062;-1.551824;-0.000571;3.707031;369;142;314;147;0.189591;-0.084638;-0.299257;0.173873;0.111605;-0.300221;-0.201253;-0.106768;-0.297404;-0.186731;0.134822;-0.301829
1758267962.068421840668;0.142486;0.003358;0.542969;0.814163;0.006098;0.468750;-1.638579;0.003019;5.601562;-0.050806;-0.001292;-1.109375;0.847589;-0.005369;0.292969;-1.599461;-0.009852;3.597656;0.067640;-0.007519;1.085938;0.857399;0.002397;0.023438;-1.625015;-0.002832;5.750000;0.026584;-0.005975;-1.828125;0.771411;0.001730;0.714844;-1.551824;-0.000597;3.746094;370;142;314;146;0.189591;-0.084638;-0.299257;0.173891;0.111587;-0.300225;-0.201247;-0.106787;-0.297394;-0.186713;0.134804;-0.301834
1758267962.108607292175;0.142425;-0.007066;0.640625;0.814163;0.003168;0.492188;-1.638579;0.000345;5.601562;-0.050745;-0.004822;-1.062500;0.847650;0.000527;0.417969;-1.599421;-0.000121;3.632812;0.067640;-0.007422;1.085938;0.857339;-0.007514;0.000000;-1.625015;0.000159;5.972656;0.026584;-0.000037;-1.902344;0.771411;0.000385;0.812500;-1.551824;-0.006130;3.894531;369;142;314;146;0.189591;-0.084656;-0.299254;0.173891;0.111605;-0.300221;-0.201235;-0.106768;-0.297405;-0.186731;0.134804;-0.301834
1758267962.127954244614;0.142486;0.006200;0.589844;0.814163;0.005236;0.417969;-1.638579;-0.000065;5.636719;-0.050745;-0.001501;-1.062500;0.847589;-0.010275;0.367188;-1.599421;-0.000011;3.597656;0.067701;-0.000031;1.136719;0.857460;0.015659;-0.046875;-1.625015;-0.000136;5.785156;0.026584;-0.005644;-1.902344;0.771350;-0.011585;0.714844;-1.551824;0.000113;3.746094;369;142;314;146;0.189591;-0.084638;-0.299257;0.173891;0.111605;-0.300221;-0.201247;-0.106769;-0.297398;-0.186731;0.134804;-0.301834
