timestamp;q0;dq0;tau0;q1;dq1;tau1;q2;dq2;tau2;q3;dq3;tau3;q4;dq4;tau4;q5;dq5;tau5;q6;dq6;tau6;q7;dq7;tau7;q8;dq8;tau8;q9;dq9;tau9;q10;dq10;tau10;q11;dq11;tau11;ff0;ff1;ff2;ff3;px0;py0;pz0;px1;py1;pz1;px2;py2;pz2;px3;py3;pz3
1758267956.948498964310;0.142425;-0.000803;0.566406;0.813860;0.000065;0.468750;-1.638579;-0.006962;5.601562;-0.050866;-0.002990;-1.085938;0.847165;0.004603;0.320312;-1.599421;0.000012;3.632812;0.067701;-0.011726;1.109375;0.857157;-0.000484;-0.097656;-1.625015;0.004788;5.675781;0.026644;0.014230;-1.828125;0.771048;0.003752;0.542969;-1.551865;-0.007013;3.632812;369;143;320;150;0.189679;-0.084656;-0.299254;0.174017;0.111569;-0.300235;-0.201152;-0.106751;-0.297400;-0.186615;0.134822;-0.301822
1758267956.969034433365;0.142486;0.004739;0.566406;0.813860;-0.009029;0.468750;-1.638579;-0.000062;5.601562;-0.050866;0.002174;-1.035156;0.847105;-0.007425;0.292969;-1.599421;-0.001437;3.597656;0.067761;0.006034;1.109375;0.857157;-0.000260;0.000000;-1.625015;0.000990;5.710938;0.026644;0.006829;-1.851562;0.771048;0.000981;0.589844;-1.551824;0.006953;3.781250;369;143;320;150;0.189679;-0.084656;-0.299254;0.174035;0.111587;-0.300232;-0.201176;-0.106769;-0.297401;-0.186621;0.134822;-0.301829
1758267956.988704681396;0.142425;-0.004303;0.589844;0.813860;-0.005480;0.417969;-1.638579;-0.000547;5.601562;-0.050927;-0.015257;-1.085938;0.847165;0.013399;0.320312;-1.599421;0.000026;3.597656;0.067761;-0.000835;1.210938;0.857157;-0.000125;-0.046875;-1.625056;-0.012101;5.601562;0.026644;0.003946;-1.902344;0.770987;-0.008980;0.714844;-1.551824;0.001055;3.558594;370;143;320;150;0.189679;-0.084638;-0.299256;0.174035;0.111550;-0.300240;-0.201176;-0.106751;-0.297405;-0.186596;0.134804;-0.301828
1758267957.008878707886;0.142425;-0.006799;0.664062;0.813860;0.001772;0.468750;-1.638579;-0.000369;5.710938;-0.050866;-0.000974;-1.085938;0.847105;-0.013520;0.292969;-1.599421;-0.004593;3.558594;0.067761;-0.000466;1.136719;0.857096;-0.011390;-0.171875;-1.625015;-0.000020;5.785156;0.026644;0.007138;-1.878906;0.771048;0.008841;0.691406;-1.551865;-0.001114;3.781250;370;143;320;150;0.189697;-0.084638;-0.299256;0.174017;0.111587;-0.300231;-0.201176;-0.106751;-0.297405;-0.186596;0.134804;-0.301828
1758267957.028557300568;0.142486;0.019816;0.640625;0.813860;0.005656;0.468750;-1.638539;0.009213;5.710938;-0.050866;0.002630;-1.035156;0.847105;-0.000962;0.343750;-1.599421;-0.000032;3.597656;0.067761;0.003279;1.085938;0.857157;0.000018;0.046875;-1.625015;0.000134;5.785156;0.026644;0.014646;-1.953125;0.770987;-0.002502;0.617188;-1.551865;-0.004498;3.558594;369;143;320;150;0.189673;-0.084656;-0.299260;0.174035;0.111569;-0.300236;-0.201176;-0.106751;-0.297405;-0.186596;0.134822;-0.301822
1758267957.048375129700;0.142425;-0.010636;0.566406;0.813799;-0.008117;0.394531;-1.638579;-0.000367;5.675781;-0.050927;-0.017145;-1.011719;0.847105;0.002381;0.367188;-1.599421;-0.000800;3.597656;0.067701;-0.011205;1.136719;0.857157;0.000116;0.046875;-1.625015;0.006091;5.785156;0.026584;-0.001266;-1.804688;0.770987;-0.001487;0.738281;-1.551865;0.000649;3.449219;369;143;320;150;0.189679;-0.084638;-0.299256;0.174035;0.111569;-0.300236;-0.201176;-0.106751;-0.297405;-0.186596;0.134804;-0.301828
1758267957.068221092224;0.142486;0.002275;0.566406;0.813799;-0.016647;0.515625;-1.638579;-0.000074;5.562500;-0.050866;0.007327;-1.109375;0.847165;0.012662;0.269531;-1.599421;0.000288;3.671875;0.067701;-0.003211;1.160156;0.857157;0.009186;-0.023438;-1.625015;0.001049;5.675781;0.026584;-0.001363;-1.925781;0.771048;0.003439;0.714844;-1.551865;0.000264;3.671875;369;143;320;149;0.189679;-0.084638;-0.299256;0.174035;0.111569;-0.300236;-0.201176;-0.106769;-0.297401;-0.186596;0.134804;-0.301828
1758267957.088343381882;0.142486;0.002492;0.640625;0.813860;0.008315;0.515625;-1.638579;0.000102;5.710938;-0.050866;0.001166;-1.085938;0.847105;-0.003832;0.195312;-1.599421;-0.000370;3.632812;0.067701;-0.004794;1.136719;0.857157;0.007405;-0.070312;-1.625015;-0.000092;5.785156;0.026584;-0.009066;-1.828125;0.770987;-0.007440;0.589844;-1.551865;-0.003607;3.632812;369;143;320;150;0.189679;-0.084638;-0.299256;0.174035;0.111569;-0.300236;-0.201176;-0.106769;-0.297401;-0.186621;0.134822;-0.301829
1758267957.108198881149;0.142425;-0.000931;0.566406;0.813860;-0.000351;0.468750;-1.638579;-0.002777;5.636719;-0.050866;0.000609;-1.109375;0.847105;-0.001818;0.343750;-1.599380;0.010523;3.597656;0.067701;-0.002800;1.085938;0.857157;0.006024;0.046875;-1.625015;0.001070;5.824219;0.026644;0.006098;-1.878906;0.770987;-0.003968;0.617188;-1.551824;-0.000188;3.746094;369;143;320;150;0.189673;-0.084656;-0.299260;0.174035;0.111569;-0.300236;-0.201176;-0.106769;-0.297401;-0.186596;0.134822;-0.301822
1758267957.128234624863;0.142425;-0.011520;0.566406;0.813860;0.003424;0.468750;-1.638579;-0.000232;5.675781;-0.050806;0.018870;-1.062500;0.847105;-0.000153;0.195312;-1.599421;0.000025;3.558594;0.067701;0.005246;1.257812;0.857096;-0.011091;-0.097656;-1.625015;0.000176;5.601562;0.026584;-0.018615;-1.902344;0.771048;0.009101;0.664062;-1.551865;0.007175;3.558594;369;143;320;150;0.189679;-0.084656;-0.299254;0.174035;0.111569;-0.300236;-0.201158;-0.106769;-0.297402;-0.186615;0.134822;-0.301822
1758267957.148162603378;0.142425;-0.003950;0.566406;0.813860;0.001357;0.468750;-1.638539;0.006911;5.675781;-0.050866;0.002446;-1.085938;0.847105;-0.000256;0.269531;-1.599380;0.014461;3.632812;0.067761;0.000128;1.234375;0.857096;-0.011214;-0.046875;-1.625015;0.007719;5.750000;0.026644;0.007358;-2.000000;0.770987;-0.001284;0.617188;-1.551865;-0.001515;3.597656;369;143;320;150;0.189673;-0.084637;-0.299262;0.174035;0.111569;-0.300236;-0.201176;-0.106751;-0.297405;-0.186596;0.134822;-0.301822
1758267957.168178796768;0.142486;0.011768;0.589844;0.813799;-0.012078;0.441406;-1.638579;-0.010660;5.675781;-0.050866;0.000505;-1.109375;0.847105;0.000571;0.195312;-1.599421;0.000111;3.597656;0.067761;0.011570;1.136719;0.857157;0.008651;-0.070312;-1.625015;0.000547;5.710938;0.026584;-0.005921;-1.851562;0.770987;-0.003960;0.664062;-1.551865;0.000545;3.632812;369;143;320;150;0.189697;-0.084656;-0.299254;0.174035;0.111569;-0.300236;-0.201170;-0.106769;-0.297395;-0.186596;0.134822;-0.301822
